run_name,dataset,transform,label,original_mse,transformed_mse,diff_mse
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_b_32_ImageNet,ImageNet,HueShift25,brightness,17186.748291015625,16880.97871399814,305.76957701748324
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_b_32_ImageNet,ImageNet,HueShift50,saturation,7896.3206787109375,7830.491225688401,65.82945302253665
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_b_32_ImageNet,ImageNet,HueShift50,brightness,17186.748291015625,16753.83722200328,432.91106901234525
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_b_32_ImageNet,ImageNet,HueShift75,saturation,7896.3206787109375,7821.099411360542,75.22126735039546
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_b_32_ImageNet,ImageNet,HueShift75,brightness,17186.748291015625,16741.023272228,445.7250187876234
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_b_32_ImageNet,ImageNet,HueShift100,saturation,7896.3206787109375,7895.575307944091,0.7453707668464631
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_b_32_ImageNet,ImageNet,HueShift100,brightness,17186.748291015625,16851.266866174785,335.4814248408402
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_b_32_ImageNet,ImageNet,SaturationShift25,hue,2791.3338317871094,2821.352992276706,-30.019160489596743
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_b_32_ImageNet,ImageNet,SaturationShift25,brightness,17186.748291015625,16838.071607162463,348.6766838531621
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_b_32_ImageNet,ImageNet,SaturationShift50,hue,2791.3338317871094,2770.742964140921,20.5908676461886
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_b_32_ImageNet,ImageNet,SaturationShift50,brightness,17186.748291015625,16672.594654144545,514.1536368710804
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_b_32_ImageNet,ImageNet,SaturationShift75,hue,2791.3338317871094,2750.5732237955945,40.76060799151492
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_b_32_ImageNet,ImageNet,SaturationShift75,brightness,17186.748291015625,16541.69482551649,645.0534654991352
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_b_32_ImageNet,ImageNet,SaturationShift100,hue,2791.3338317871094,2787.360748003872,3.9730837832375983
3_INFO_DOWN_regression_linear_ImageNet_brightness_ViT_b_32_ImageNet,ImageNet,SaturationShift100,brightness,17186.748291015625,16648.664918917995,538.0833720976298
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_b_32_ImageNet,ImageNet,BrightnessShift25,hue,2791.3338317871094,2688.903733388015,102.43009839909428
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_b_32_ImageNet,ImageNet,BrightnessShift25,saturation,7896.3206787109375,7193.500759903659,702.8199188072786
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_b_32_ImageNet,ImageNet,BrightnessShift50,hue,2791.3338317871094,2688.903733388015,102.43009839909428
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_b_32_ImageNet,ImageNet,BrightnessShift50,saturation,7896.3206787109375,7193.500759903659,702.8199188072786
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_b_32_ImageNet,ImageNet,BrightnessShift75,hue,2791.3338317871094,2518.7537928344123,272.5800389526971
3_INFO_DOWN_regression_linear_ImageNet_saturation_ViT_b_32_ImageNet,ImageNet,BrightnessShift75,saturation,7896.3206787109375,7359.981653076549,536.3390256343882
3_INFO_DOWN_regression_linear_ImageNet_hue_ViT_b_32_ImageNet,ImageNet,BrightnessShift100,hue,2791.3338317871094,2819.125292833021,-27.791461045911547
